Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Căn hộ dịch vụ	Cozy Suite Apartment || Full Kitchen || Balcony ||, Central Street Food Market - HO 2150	2 khách · 1 Phòng ngủ · 1 phòng tắm	440,000₫/đêm 550,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Spacious Apartment || Kitchen || Balcony || in Dist 1 - HO 1687	2 khách · 1 Phòng ngủ · 1 phòng tắm	432,000₫/đêm 540,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Phu My Hung Luxury Apart A2	2 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Q2 Thảo Điền (Glenwood Maison)	[Aurora Western Village ] ✡ ✡ ✡ Deluxe Double ( 1 bed, none kitchen) #1	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,270,500₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Scenic Valley 1	Scenic Valley , Two bedroom 77 sqm, Daily clean	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,900,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Smiley Apartment 3 - Căn hộ 1 phòng ngủ có bếp nấu ăn đường Nguyễn Trãi, quận 1 - 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	710,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Vinhomes Central Park 1 Bedroom - Service Apartment	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Khác	Full House Homestay-Smart Family Room With City View	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	JUN House - Room 101 , Central Disc.1 in Little Japan Town #101	3 khách · 1 Phòng ngủ · 1 phòng tắm	495,000₫/đêm 550,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Golden Emerald Resort #Superior Double	2 khách · 1 Phòng ngủ · 1 phòng tắm	722,000₫/đêm	Củ Chi, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	BRIGHT&SPACIOUS❂Balcony❤Street Food❤Central Dist.1	3 khách · 1 Phòng ngủ · 1 phòng tắm	786,469₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	JUN House - Room 201 , Central Disc.1 in Little Japan Town #201	3 khách · 1 Phòng ngủ · 1 phòng tắm	495,000₫/đêm 550,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	JUN House - ROOM 402 , Central Disc.1 in Little Japan Town #401	3 khách · 1 Phòng ngủ · 1 phòng tắm	495,000₫/đêm 550,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Panoramic view Apartment	4 khách · 1 Phòng ngủ · 1 phòng tắm	540,000₫/đêm 1,200,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Q2 Thảo Điền (Glenwood Maison)	[Aurora Western Village ] ✡ ✡ ✡ Deluxe Double ( 1 bed, none kitchen) #2	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,270,500₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	JUN House - Dorm Room , Central Disc.1 #501	8 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Căn hộ ngắn hạn tại Vinhomes Central Park Sài Gòn	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Premier✯ 1BR w Airy Studio & Full Furnished 302	2 khách · 1 Phòng ngủ · 1 phòng tắm	533,846₫/đêm 762,637₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The Tresor	ღღ Magnificent View ღღ Elegant Style, Luxury At City Centre, Free Services	7 khách · 2 Phòng ngủ · 2 phòng tắm	1,420,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	JUN House - Serviced APT , Central Disc.1 in Little Japan Town #2	3 khách · 1 Phòng ngủ · 1 phòng tắm	495,000₫/đêm 550,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Apartment in Vinhomes Central Park Sai Gon CBD	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Premier ⭐1BR Business Lounge w Airy Balcony 301	2 khách · 1 Phòng ngủ · 1 phòng tắm	567,211₫/đêm 810,302₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	JUN House - Serviced APT , Central Disc.1 in Little Japan Town #3	3 khách · 1 Phòng ngủ · 1 phòng tắm	495,000₫/đêm 550,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Home Central Saigon Deluxe Premium Room 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	722,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Home Central Saigon Deluxe Premium Room 4	2 khách · 1 Phòng ngủ · 1 phòng tắm	722,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	ⓋⓊⒷⒾⓃⒽ Homestay ღ Family Room - 2Beds, Cozy House ღ #1	8 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Home Central Saigon Deluxe City View Room 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	620,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Perfect Room in City Center	2 khách · 1 Phòng ngủ · 1 phòng tắm	452,816₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Home Central Saigon Deluxe Premium Room 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	722,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	24h Saigon Hotel: Phòng kén phi thuyền tiêu chuẩn 4 người có ban công - Nền cát biển ★ Trung tâm Quận 1: Phố Bùi Viện - Nhà thớ Lớn - Chợ Bến Thành - Phố đi bộ Nguyễn Huệ	4 khách · 1 Phòng ngủ · 1 phòng tắm	590,400₫/đêm 720,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	RedDoorz Premium near E town - 1705	2 khách · 1 Phòng ngủ · 1 phòng tắm	440,000₫/đêm 550,000₫	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ Studio	1ST SAFE NHAT AN APARTMENT- CĂN HỘ TẦNG 1-R1.1	3 khách · 1 Phòng ngủ · 1 phòng tắm	790,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Jack Apartment 85	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Premium Apart || KITCHEN || POOL near E-Town,Tan Binh Dist - 1705	2 khách · 1 Phòng ngủ · 1 phòng tắm	440,000₫/đêm 550,000₫	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Beautiful Balcony Room in City Center	4 khách · 1 Phòng ngủ · 1 phòng tắm	595,810₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	☼ DAKAO House ☼ Deluxe double room with Balcony and Garden #1	4 khách · 1 Phòng ngủ · 1 phòng tắm	490,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ River Gate	Lanny House	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio	☼ DAKAO House ☼ Deluxe double room with Balcony and Garden #2	4 khách · 1 Phòng ngủ · 1 phòng tắm	490,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Vinhomes Central Park 2 Sai Gon	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Căn Hộ Dịch Vụ Vinhomes Central Park - 1 Phòng Ngủ - Nội Thất Cao Cấp	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,350,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Green Home- green stay (phòng privite 1)	2 khách · 1 Phòng ngủ · 1 phòng tắm	375,000₫/đêm 500,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Home Central Saigon Deluxe City View Room 3	2 khách · 1 Phòng ngủ · 1 phòng tắm	620,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Home Central Saigon Deluxe City View Room 4	2 khách · 1 Phòng ngủ · 1 phòng tắm	620,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Premier ⭐1BR Amazing Design Flat Near @D1 104	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,576₫/đêm 857,966₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Khác	Home Central Saigon Superior Room 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	516,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Home Central Saigon Superior Room 3	2 khách · 1 Phòng ngủ · 1 phòng tắm	516,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Superior Double Room, Central District 1 - 1797	2 khách · 1 Phòng ngủ · 1 phòng tắm	456,000₫/đêm 570,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Căn hộ River Gate	SStay ★ Modern Studio | 5 Mins to Ben Thanh | Amazing City View	2 khách · 1 Phòng ngủ · 1 phòng tắm	749,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Superior Twin Room, Central District 1 - 1797	2 khách · 1 Phòng ngủ · 1 phòng tắm	332,640₫/đêm 415,800₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	1st Safe NHAT AN Apartment-R5.1	3 khách · 1 Phòng ngủ · 1 phòng tắm	552,000₫/đêm 690,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Golden Emerald Resort Cu Chi #Executive Suite Double	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,085,000₫/đêm	Củ Chi, Hồ Chí Minh, Vietnam	
Căn hộ Studio	1st Safe NHAT AN Apartment-R5.2	3 khách · 1 Phòng ngủ · 1 phòng tắm	790,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Căn hộ Saigon Royal Residence	NOMADHOME Royal Suite Condotel with Swimming Pool View	2 khách · 1 Phòng ngủ · 1 phòng tắm	902,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Nhà riêng	Uts Homestay - nhóm 4 người	4 khách · 2 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Millennium Masteri	SStay ★ Modern Studio | MILLENIUM , 5 ★ Best services	3 khách · 1 Phòng ngủ · 1 phòng tắm	899,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Cozy Balcony apartment in Japantown District 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	740,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Minimal's 1BR COZY APT - VINHOMES CENTRAL, NEAR LANDMARK81	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,150,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	ღ PENTHOUSE WITH BIG BALCONY ღ MELIA THAO DIEN DIST 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Căn hộ Studio Nguyễn Đình Chiểu - Standard Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	570,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Homes - 1BR ♧ Fully Furnished @Downtown @D1 201	2 khách · 1 Phòng ngủ · 1 phòng tắm	283,606₫/đêm 405,151₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	CBD Home 03 - Home in central	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,480₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Nhà riêng	CBD Home 03 - Classic Style	2 khách · 1 Phòng ngủ · 1 phòng tắm	548,145₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Thuong Homestay	4 khách · 1 phòng tắm	600,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	David Homes - Convenient room next to the airport, 400m walking to the International Termimals	3 khách · 1 Phòng ngủ · 1 phòng tắm	476,648₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Anneta	2 khách · 1 Phòng ngủ · 1 phòng tắm	890,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Superior Cozy Room with Balcony, near Tan Dinh Market, Dist 1 - HO 2031	2 khách · 1 Phòng ngủ · 1 phòng tắm	440,000₫/đêm 550,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Căn hộ Studio Nguyễn Đình Chiểu - Superior Room	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Nhà riêng	OYO Idea Homestay - Superior Double	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Cozrum Homes - Beautifully Designed 1BR @BenThanh	2 khách · 1 Phòng ngủ · 1 phòng tắm	464,732₫/đêm 619,642₫	Quận 1, Hồ Chí Minh, Vietnam	2	
Khác	Home Central Saigon Deluxe Premium Room 3	2 khách · 1 Phòng ngủ · 1 phòng tắm	722,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	RedDoorz Plus near Tan Son Nhat Airport 2 - Superior	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	RedDoorz Plus near Tan Son Nhat Airport 2 - Deluxe	2 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Kelly Corner House 2 - Second Floor	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Kelly Corner House 2 - Third Floor	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Icon 56	Steve Luxury Apartment With Rooftop Swimming Pool	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,950,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Premier ⭐1BR Lovely Paradise w Big Balcony 401	2 khách · 1 Phòng ngủ · 1 phòng tắm	633,942₫/đêm 905,631₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Căn hộ Saigon Royal Residence	Luxury 2-bedroom Apartment - Pool, Gym and Extra Bed	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,668,268₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Room1 - The Light - Private room with full furnitures in Ho Chi Minh city	3 khách · 1 Phòng ngủ · 1 phòng tắm	800,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ Studio	ROOM 4 - BLUE OCEAN - NEAR TAO DAN PARK	3 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The Tresor	*New listing* STEVE Luxury 2BR APT w/ Outdoor pool	4 khách · 2 Phòng ngủ · 1 phòng tắm	1,429,944₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	MHOME Luxury - 1 BedRoom - Phú Nhuận	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	"Take It Easy" @ District 1	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,644,436₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Smiley Apartment 14 - Căn hộ 2 phòng ngủ Vinhomes Central Park	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,550,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	URBAN HOUSE SAIGON ❤️ CĂN HỘ TIỆN NGHI 1 PN	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Tam's house 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	357,486₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Cozy Modern Room Near Russian Market - HO 1163	2 khách · 1 Phòng ngủ · 1 phòng tắm	320,000₫/đêm 400,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	CĂN HỘ TIỆN NGHI HIỆN ĐẠI - TOÀN CẢNH LANDMARK 81	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,750,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Sunrise Cityview	Lucasta Homestay - SUNRISE CITY VIEW	2 khách · 1 Phòng ngủ · 1 phòng tắm	533,600₫/đêm 580,000₫	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	URBAN HOUSE SAIGON ❤️ FREE CITY TOUR ❤️ CĂN HỘ SANG TRỌNG ❤️	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,750,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Sky Center	TAN SON NHAT AIRPORT- HOMESTAYS	3 khách · 1 Phòng ngủ · 1 phòng tắm	640,000₫/đêm	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Andy's House - Cozy Apartment in Saigon for Family & Group	4 khách · 1 Phòng ngủ · 1 phòng tắm	680,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Premier ⭐1BR Fantastic Big Studio w Balcony 204	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,576₫/đêm 857,966₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	ANN Homestay	4 khách · 1 Phòng ngủ · 1 phòng tắm	390,000₫/đêm	Quận 12, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Landmark 81	ღ Isabelle Luxury Homes Landmark 81 ღ 2BRs, Bright APT , FREE Gym & Pool	6 khách · 2 Phòng ngủ · 2 phòng tắm	2,040,000₫/đêm 2,400,000₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Bebe Luxury Phu Nhuan	2 khách · 1 Phòng ngủ · 1 phòng tắm	350,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	Mien Studio	4 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Cho Thuê Căn Hộ Khách Sạn Vinhomes Central Park 3 Phòng Ngủ - Saigonhomes.land	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,400,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Golden River Ba Son	LUXURY APARTMENT - VINHOMES GOLDEN RIVER - A1-37OT08	3 khách · 1 Phòng ngủ · 1 phòng tắm	2,383,240₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Family Room Twin Bed near Russian Market - HCM 1163	4 khách · 1 Phòng ngủ · 1 phòng tắm	480,000₫/đêm 600,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	RedDoorz Superior Twin Bed Near Bui Vien Street - HO 1163	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm 500,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	RedDoorz Super Cozy Twin Bed Near Russian Market - HO 1163	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm 500,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Golden River Ba Son	URBAN HOUSE SAIGON ❤️ FREE CITY TOUR ❤️ LUXURY 3BR APT IN CENTRE	7 khách · 3 Phòng ngủ · 2 phòng tắm	3,277,500₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	24h Saigon Hotel: 2 giường tầng trong phòng có ban công ☆ Phố đi bộ Nguyễn Huệ - Chợ Bến Thành - Phố Tây Bùi Viện	2 khách · 1 Phòng ngủ · 1 phòng tắm	164,000₫/đêm 200,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	[Lila Hotel & Serviced Apartment] Suite Room	3 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · The Tresor	✡ Vibrant View ✡ 2BR Cozy APT, City Centre, Nice View	6 khách · 2 Phòng ngủ · 1 phòng tắm	1,350,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	The GAAH homestay - Central of Ho Chi Minh	2 khách · 1 Phòng ngủ · 1 phòng tắm	762,637₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng · Văn phòng TKT Office Building	GUU HOME Bungalow Deluxe Nhìn Ra Khu Vườn ♡	3 khách · 1 Phòng ngủ · 1 phòng tắm	611,100₫/đêm 679,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Phu My Hung Luxury Apart B1	2 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Smiley Apartment 7 - Căn hộ Deluxe 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	690,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	ANN Homestay 2 - cozy room	3 khách · 1 Phòng ngủ · 1 phòng tắm	320,000₫/đêm	Quận 12, Hồ Chí Minh, Vietnam	
Khác	Next Home - With us, You Are Home (301)	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Green Home- green stay (phòng privite 2)	2 khách · 1 Phòng ngủ · 1 phòng tắm	375,000₫/đêm 500,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	RedDoorz Convenient Cozy Apartment Near E-Town - 1705	2 khách · 1 Phòng ngủ · 1 phòng tắm	443,520₫/đêm 554,400₫	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	RedDoorz Luxury Apart 1min to E-Town, Tan Binh - 1705	2 khách · 1 Phòng ngủ · 1 phòng tắm	462,000₫/đêm 577,500₫	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Cao ốc văn phòng HMTC Trần Hưng Đạo	Dome Maison 3 - NEW SPACE centrally located near Bui Vien	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Friendly Serviced Apartment Free Pool & Gym *Near Airport*	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,100,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Căn hộ River Gate	SStay ★ Modern Studio ★ Infinity Edge Pool	3 khách · 1 Phòng ngủ · 1 phòng tắm	749,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	ARTIST's House - Single room in City Centre D1 #3	2 khách · 1 Phòng ngủ · 1 phòng tắm	476,648₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	ARTIST's House - 1BR Queen Bed in Centre District 1 #1	4 khách · 1 Phòng ngủ · 1 phòng tắm	595,810₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	STUDIO APARTMENT AT DIST.7	2 khách · 1 Phòng ngủ · 1 phòng tắm	392,700₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	ARTIST's House - 1BR Queen Bed in Centre District 1 #2	4 khách · 1 Phòng ngủ · 1 phòng tắm	595,810₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ River Gate	Cozy Apartment At Heaven Food, City Center	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,286,950₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Tu's Studio in Florita Condo Ho Chi Minh-Vietnam	2 khách · 1 Phòng ngủ · 1 phòng tắm	881,799₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Căn hộ River Gate	City Center, Stunning City View, Comfy In SaiGon	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,286,950₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	Leo's Luxury Apartment 2BR - Vinhomes Golden River	5 khách · 2 Phòng ngủ	2,250,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Nhà riêng	Tam's house 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	357,486₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Fantastic fully equipped serviced apartment- Center of District 1 near Ben Thanh market, Bui Vien Street	2 khách · 1 Phòng ngủ · 1 phòng tắm	595,810₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Chung cư Lideco Hạ Long	Smiley Apartment 7 - Căn hộ Deluxe	2 khách · 1 Phòng ngủ · 1 phòng tắm	685,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri Thảo Điền	Homie Land - 2BR Apt. High View Masteri Thao Dien	5 khách · 2 Phòng ngủ · 2 phòng tắm	985,500₫/đêm 1,095,000₫	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Căn hộ Saigon Royal Residence	Netstay - Saigon Royal Apartment	4 khách · 1 Phòng ngủ · 1 phòng tắm	950,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
